mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_nn__activation,param_nn__alpha,param_nn__batch_size,param_nn__hidden_layer_sizes,param_nn__learning_rate_init,param_nn__max_iter,param_nn__solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
1234.676824951172,361.27648698332354,0.7581986904144287,0.026232347607460883,relu,0.0001,32,"(150, 100, 50)",0.0005,500,adam,"{'nn__activation': 'relu', 'nn__alpha': 0.0001, 'nn__batch_size': 32, 'nn__hidden_layer_sizes': (150, 100, 50), 'nn__learning_rate_init': 0.0005, 'nn__max_iter': 500, 'nn__solver': 'adam'}",-1583.7336930032243,-1573.721431584475,-1594.8564075093132,-1635.5167392198514,-1571.8530862547984,-1591.9362715143322,23.281672524674615,53
1234.452840089798,363.47342559478477,0.8312743663787842,0.08632567436688109,relu,0.0001,32,"(150, 100, 50)",0.0005,650,adam,"{'nn__activation': 'relu', 'nn__alpha': 0.0001, 'nn__batch_size': 32, 'nn__hidden_layer_sizes': (150, 100, 50), 'nn__learning_rate_init': 0.0005, 'nn__max_iter': 650, 'nn__solver': 'adam'}",-1583.7336930032243,-1573.721431584475,-1594.8564075093132,-1635.5167392198514,-1571.8530862547984,-1591.9362715143322,23.281672524674615,53
1370.697979927063,148.33280713781832,1.0945205211639404,0.11070078299522884,relu,5e-05,32,"(150, 100, 50)",0.0005,500,adam,"{'nn__activation': 'relu', 'nn__alpha': 5e-05, 'nn__batch_size': 32, 'nn__hidden_layer_sizes': (150, 100, 50), 'nn__learning_rate_init': 0.0005, 'nn__max_iter': 500, 'nn__solver': 'adam'}",-1625.98160476529,-1595.9187303969088,-1575.8247565542574,-1569.497026449619,-1593.4956133643382,-1592.1435463060827,19.699045972390977,55
1314.4943301677704,137.94751427665392,1.157376194000244,0.10846196427458756,relu,5e-05,32,"(150, 100, 50)",0.0005,650,adam,"{'nn__activation': 'relu', 'nn__alpha': 5e-05, 'nn__batch_size': 32, 'nn__hidden_layer_sizes': (150, 100, 50), 'nn__learning_rate_init': 0.0005, 'nn__max_iter': 650, 'nn__solver': 'adam'}",-1625.98160476529,-1595.9187303969088,-1575.8247565542574,-1569.497026449619,-1593.4956133643382,-1592.1435463060827,19.699045972390977,55
587.2382449626923,121.98199421967921,0.7748853206634522,0.041891777998551455,relu,0.0002,32,"(150, 100, 50)",0.002,500,adam,"{'nn__activation': 'relu', 'nn__alpha': 0.0002, 'nn__batch_size': 32, 'nn__hidden_layer_sizes': (150, 100, 50), 'nn__learning_rate_init': 0.002, 'nn__max_iter': 500, 'nn__solver': 'adam'}",-1644.4823699046942,-1551.45168687326,-1636.3834004862176,-1550.3602847445745,-1578.4891920154255,-1592.2333868048343,40.70524919197249,57
577.3340446949005,117.97009484378935,0.7180469989776611,0.03218347420436711,relu,0.0002,32,"(150, 100, 50)",0.002,650,adam,"{'nn__activation': 'relu', 'nn__alpha': 0.0002, 'nn__batch_size': 32, 'nn__hidden_layer_sizes': (150, 100, 50), 'nn__learning_rate_init': 0.002, 'nn__max_iter': 650, 'nn__solver': 'adam'}",-1644.4823699046942,-1551.45168687326,-1636.3834004862176,-1550.3602847445745,-1578.4891920154255,-1592.2333868048343,40.70524919197249,57
850.6352498531342,141.42809300888737,0.9276954174041748,0.11367251580305236,relu,5e-05,32,"(150, 100, 50)",0.001,650,adam,"{'nn__activation': 'relu', 'nn__alpha': 5e-05, 'nn__batch_size': 32, 'nn__hidden_layer_sizes': (150, 100, 50), 'nn__learning_rate_init': 0.001, 'nn__max_iter': 650, 'nn__solver': 'adam'}",-1607.3408341790096,-1593.5581942389672,-1639.879925718354,-1542.324213758463,-1599.1265201375147,-1596.4459376064617,31.46393386521093,59
849.8042360782623,147.3015211730383,1.1353483200073242,0.21720875669949913,relu,5e-05,32,"(150, 100, 50)",0.001,500,adam,"{'nn__activation': 'relu', 'nn__alpha': 5e-05, 'nn__batch_size': 32, 'nn__hidden_layer_sizes': (150, 100, 50), 'nn__learning_rate_init': 0.001, 'nn__max_iter': 500, 'nn__solver': 'adam'}",-1607.3408341790096,-1593.5581942389672,-1639.879925718354,-1542.324213758463,-1599.1265201375147,-1596.4459376064617,31.46393386521093,59
1116.1083048820497,250.16545280547354,0.9905758380889893,0.3518456550114588,relu,0.0001,35,"(150, 100, 50)",0.0005,500,adam,"{'nn__activation': 'relu', 'nn__alpha': 0.0001, 'nn__batch_size': 35, 'nn__hidden_layer_sizes': (150, 100, 50), 'nn__learning_rate_init': 0.0005, 'nn__max_iter': 500, 'nn__solver': 'adam'}",-1583.8291813319863,-1619.706179080188,-1588.9238304190408,-1641.0445490982293,-1577.9707180549535,-1602.2948915968796,24.150039500607623,61
1090.3512194156647,248.85288514620854,0.9332791328430176,0.3147954097079522,relu,0.0001,35,"(150, 100, 50)",0.0005,650,adam,"{'nn__activation': 'relu', 'nn__alpha': 0.0001, 'nn__batch_size': 35, 'nn__hidden_layer_sizes': (150, 100, 50), 'nn__learning_rate_init': 0.0005, 'nn__max_iter': 650, 'nn__solver': 'adam'}",-1583.8291813319863,-1619.706179080188,-1588.9238304190408,-1641.0445490982293,-1577.9707180549535,-1602.2948915968796,24.150039500607623,61
721.2315732002259,103.66352929854452,0.8885991096496582,0.18591364237410657,relu,0.0001,32,"(150, 100, 50)",0.001,500,adam,"{'nn__activation': 'relu', 'nn__alpha': 0.0001, 'nn__batch_size': 32, 'nn__hidden_layer_sizes': (150, 100, 50), 'nn__learning_rate_init': 0.001, 'nn__max_iter': 500, 'nn__solver': 'adam'}",-1576.2808889786786,-1600.4733440852192,-1616.0832919176557,-1608.8659686562921,-1618.2629061486127,-1603.9932799572919,15.191446792811844,63
722.3888464450836,105.42082927243082,0.802004623413086,0.09600192560183837,relu,0.0001,32,"(150, 100, 50)",0.001,650,adam,"{'nn__activation': 'relu', 'nn__alpha': 0.0001, 'nn__batch_size': 32, 'nn__hidden_layer_sizes': (150, 100, 50), 'nn__learning_rate_init': 0.001, 'nn__max_iter': 650, 'nn__solver': 'adam'}",-1576.2808889786786,-1600.4733440852192,-1616.0832919176557,-1608.8659686562921,-1618.2629061486127,-1603.9932799572919,15.191446792811844,63
816.1084280967713,152.81093541536399,0.8187942504882812,0.11540270570692651,relu,0.0001,35,"(160, 120, 60)",0.001,500,adam,"{'nn__activation': 'relu', 'nn__alpha': 0.0001, 'nn__batch_size': 35, 'nn__hidden_layer_sizes': (160, 120, 60), 'nn__learning_rate_init': 0.001, 'nn__max_iter': 500, 'nn__solver': 'adam'}",-1562.6484896189156,-1634.9344394407785,-1647.6543641918872,-1600.5412071393066,-1591.9751945219857,-1607.5507389825748,30.548685489020425,65
809.9796808242797,147.75388156804027,0.8657313346862793,0.06509152846707231,relu,0.0001,35,"(160, 120, 60)",0.001,650,adam,"{'nn__activation': 'relu', 'nn__alpha': 0.0001, 'nn__batch_size': 35, 'nn__hidden_layer_sizes': (160, 120, 60), 'nn__learning_rate_init': 0.001, 'nn__max_iter': 650, 'nn__solver': 'adam'}",-1562.6484896189156,-1634.9344394407785,-1647.6543641918872,-1600.5412071393066,-1591.9751945219857,-1607.5507389825748,30.548685489020425,65
1051.7484679698944,205.42472666752022,0.8549229145050049,0.10924312703669724,relu,0.0002,35,"(150, 100, 50)",0.0005,500,adam,"{'nn__activation': 'relu', 'nn__alpha': 0.0002, 'nn__batch_size': 35, 'nn__hidden_layer_sizes': (150, 100, 50), 'nn__learning_rate_init': 0.0005, 'nn__max_iter': 500, 'nn__solver': 'adam'}",-1616.1106258719615,-1613.0767396056187,-1598.1580532649343,-1660.4335458864994,-1573.884338640769,-1612.3326606539563,28.311534027995357,67
1038.6991349220275,204.22631914284747,0.7962045192718505,0.09052791567629996,relu,0.0002,35,"(150, 100, 50)",0.0005,650,adam,"{'nn__activation': 'relu', 'nn__alpha': 0.0002, 'nn__batch_size': 35, 'nn__hidden_layer_sizes': (150, 100, 50), 'nn__learning_rate_init': 0.0005, 'nn__max_iter': 650, 'nn__solver': 'adam'}",-1616.1106258719615,-1613.0767396056187,-1598.1580532649343,-1660.4335458864994,-1573.884338640769,-1612.3326606539563,28.311534027995357,67
742.031774520874,130.11661284087103,0.8261638641357422,0.06752283023351272,relu,0.0002,32,"(150, 100, 50)",0.001,650,adam,"{'nn__activation': 'relu', 'nn__alpha': 0.0002, 'nn__batch_size': 32, 'nn__hidden_layer_sizes': (150, 100, 50), 'nn__learning_rate_init': 0.001, 'nn__max_iter': 650, 'nn__solver': 'adam'}",-1598.2638415286006,-1638.4514759083495,-1622.6893840593148,-1597.7947261982754,-1615.4716209841977,-1614.5342097357475,15.390623249011208,69
731.7173520565033,127.52574395601202,0.967723798751831,0.24669795023280303,relu,0.0002,32,"(150, 100, 50)",0.001,500,adam,"{'nn__activation': 'relu', 'nn__alpha': 0.0002, 'nn__batch_size': 32, 'nn__hidden_layer_sizes': (150, 100, 50), 'nn__learning_rate_init': 0.001, 'nn__max_iter': 500, 'nn__solver': 'adam'}",-1598.2638415286006,-1638.4514759083495,-1622.6893840593148,-1597.7947261982754,-1615.4716209841977,-1614.5342097357475,15.390623249011208,69
1013.0660792827606,290.5450361734489,0.8607834815979004,0.114479723038509,relu,5e-05,35,"(150, 100, 50)",0.0005,650,adam,"{'nn__activation': 'relu', 'nn__alpha': 5e-05, 'nn__batch_size': 35, 'nn__hidden_layer_sizes': (150, 100, 50), 'nn__learning_rate_init': 0.0005, 'nn__max_iter': 650, 'nn__solver': 'adam'}",-1612.8665065768414,-1662.3398921637831,-1585.2850408430916,-1644.3945850075008,-1572.9528613603834,-1615.56777719032,33.93814262099536,71
1021.4541294574738,278.7363891374067,0.8260256767272949,0.14710138493164007,relu,5e-05,35,"(150, 100, 50)",0.0005,500,adam,"{'nn__activation': 'relu', 'nn__alpha': 5e-05, 'nn__batch_size': 35, 'nn__hidden_layer_sizes': (150, 100, 50), 'nn__learning_rate_init': 0.0005, 'nn__max_iter': 500, 'nn__solver': 'adam'}",-1612.8665065768414,-1662.3398921637831,-1585.2850408430916,-1644.3945850075008,-1572.9528613603834,-1615.56777719032,33.93814262099536,71
