,Preprocessor,Model,Mean_MAE,Std_MAE
0,C,RF,1371.3584337015789,14.625763120529843
1,C,RF_baseline,1378.800417971153,14.550034861887477
2,C,LR_baseline,2832.9492052021337,28.834482094754865
3,C,NN_baseline,2157.800363773612,29.0762408262471
4,C,DT_baseline,1699.4874078697371,19.241395904610336
5,C,Ridge_baseline,2832.4008668791325,28.863437036099203
